,ID,sentiment,date_time,text
1273,1273,Elated,08/11/2016 18:19:34,Sean Hannity: If Hillary wins
1274,1274,Contented,08/11/2016 18:19:36,SNOBS Rigged Iamwithher Debate Election2016 DNCLeak StrongerTogether  Hillary ainot no ways tired! 
1275,1275,Happy,08/11/2016 18:19:33,A snippet from a convo with a friend of mine. Trump is emulating Palpatine. EmperorTrump Election2016 
1276,1276,Stressed,08/11/2016 18:19:43,AMERICANS WILL VOTE TRUMP taxtitty ENTITLED TERRORIST PANDERING MOOCHERS WILL VOTE 4           clinton 
1277,1277,Elated,08/11/2016 18:20:24,"If Trump wins the economy will collapse"""" you'll still be buying your 18th iPhone and a bullshit spiced latte mate. Hush Election2016."
1278,1278,Lethargic,08/11/2016 18:20:33,Election2016 StrongerTogether Rigged Debate DNCLeak SNOBS Iamwithher  Hillary is a lizard person! 
1279,1279,Contented,08/11/2016 18:20:52,Trump Canot even trust his wife! 
1280,1280,Happy,08/11/2016 18:20:50,ISIS LOVES HILLARY 
1281,1281,Elated,08/11/2016 18:21:02,i think trump is gonna win????????election2016
1282,1282,Happy,08/11/2016 18:21:02,Hillary or Trump in Election2016? Soccer world takes to Twitter on ElectionDay 
1283,1283,Happy,08/11/2016 18:21:01,Hillary or Trump in Election2016? Soccer world takes to Twitter on ElectionDay 
1284,1284,Stressed,08/11/2016 18:21:08,You have lost your mind to say Hillary cares about the 99% when she's backed by the 1% in campaign donation$ and sp? 
1285,1285,Elated,08/11/2016 18:21:07,My reaction as a Canadian if trump wins Election2016 
1286,1286,Elated,08/11/2016 18:21:32,They really dnt want trump to win. 
1287,1287,Depressed,08/11/2016 18:21:55,It's gonna be one fucked up world if trump wins today ????????Election2016
1288,1288,Depressed,08/11/2016 18:21:55,DemExitNOW  Say NO to corrupt politician Crooked Hillary electionday myvote2016 = TrumpPence16 
1289,1289,Upset,08/11/2016 18:22:16,The press buries Hillary Clinton??s sins  via Election2016 DonaldTrump HillaryClinton
1290,1290,Contented,08/11/2016 18:22:21,Interpret this photo of Melania and Donald Trump voting however you wish  election2016 
1291,1291,Bored,08/11/2016 18:22:27,Let love trump hate.  ImWithHer Election2016 IVoted 
1292,1292,Contented,08/11/2016 18:22:38,Trump does not trust his wife to vote for him LMAO! 
1293,1293,Happy,08/11/2016 18:22:34,So grateful for all my friends who have never voted before coming out for Trump today because they care and listened to me! Election2016
1294,1294,Happy,08/11/2016 18:23:06,American friends... Do the right thing today. election2016 vote trump hillaryclinton? 
1295,1295,Contented,08/11/2016 18:23:08,Trump stops to speak to us because we have a picture of his own face 4him2sign. This makes him totes happy.Simple? 
1296,1296,Happy,08/11/2016 18:23:19,American friends... Do the right thing today. election2016 vote trump hillaryclinton ?  
1297,1297,Happy,08/11/2016 18:23:38,Wishing Hillary Clinton success! HillaryForumBD HillaryClition USElection2016 Election2016 electionday 
1298,1298,Elated,08/11/2016 18:23:44,Jesus Christ. Can trump win please? I've had enough 
1299,1299,Lethargic,08/11/2016 18:23:55,I voted. Now we wait to see if Trump sucks it up and eats that loss. ElectionDay ElectionNight Election2016
1300,1300,Lethargic,08/11/2016 18:24:13,SNOBS DNCLeak Election2016 Rigged Iamwithher Debate StrongerTogether  Hillary is a lizard person! 
1301,1301,Stressed,08/11/2016 18:24:24,My mom just sent me a 10 minute long video of trump pulling flags out of his nose Election2016
1302,1302,Elated,08/11/2016 18:24:21,I believe that she will win. Election2016 ImWithHer  Hillary
1303,1303,Calm,08/11/2016 18:24:41,I voted for the first time this election. I voted Trump Election2016
1304,1304,Upset,08/11/2016 18:24:29,VOTED TRUMP today with my little Patriots! MAGA TrumpPence16  Election2016 
1305,1305,Elated,08/11/2016 18:24:31,I believe that she will win. Election2016 ImWithHer  Hillary
1306,1306,Elated,08/11/2016 18:25:28,if trump wins then rip america????????? election2016
1307,1307,Relaxed,08/11/2016 18:25:28,Election2016 I voted for Hillary Clinton. I have not sleep yet after work I decided to go straight to vote. 
1308,1308,Contented,08/11/2016 18:25:46,Trump worried his wife is voting for Hillary ???????????? 
1309,1309,Elated,08/11/2016 18:26:15,What to do if Trump wins
1310,1310,Stressed,08/11/2016 18:26:14,Anyone else notice Melanie wearing a white dress today? Subtle hint? Election2016 ShesWithHer Clinton Trump 
1311,1311,Sad,08/11/2016 18:26:00,Trump 'files lawsuit accusing Las Vegas officials of coordinating with Democrats to skew the vote' Election2016? 
1312,1312,Bored,08/11/2016 18:26:00,Wait until suits are filed for Hillary VoterFraud - in Philly  Trump2016 ElectionDay  MAGA3X? 
1313,1313,Depressed,08/11/2016 18:26:52,Can anyone tell us the actual policies of Trump ; Hilary? It's all been personalities. Sad really Election2016
1314,1314,Upset,08/11/2016 18:26:52,SNOBS Debate Rigged DNCLeak Election2016 StrongerTogether  Trump is going to beat Hillary like a baby seal! 
1315,1315,Calm,08/11/2016 18:26:39,trump worried that cnn ; hrc rigged election2016 with nastywoman plant? Or is he cribbing off her like a HS st? 
1316,1316,Happy,08/11/2016 18:27:14,A statistic I would love to see is the average IQ of people voting for Trump vs the average IQ of people voting for Hillary Election2016
1317,1317,Sad,08/11/2016 18:27:36,Trump 'files lawsuit accusing Las Vegas officials of coordinating with Democrats to skew the vote' Election2016? 
1318,1318,Happy,08/11/2016 18:27:27,"James Moore voted for Hillary in Houston. """"Every woman in the world should have voted for her"
1319,1319,Happy,08/11/2016 18:28:03,Election2016  many good people were beaten by paid Hillary supporters....why is Bob Creamer not arrested ?? 
1320,1320,Sad,08/11/2016 18:28:10,Trump 'files lawsuit accusing Las Vegas officials of coordinating with Democrats to skew the vote' Election2016? 
1321,1321,Contented,08/11/2016 18:28:04,I'm a Muslim but fuck Hillary Traitorous bilderberg bitch 
1322,1322,Sad,08/11/2016 18:28:35,Trump 'files lawsuit accusing Las Vegas officials of coordinating with Democrats to skew the vote' Election2016? 
1323,1323,Sad,08/11/2016 18:28:33,Trump campaign files Nevada early voting lawsuit
1324,1324,Happy,08/11/2016 18:29:00,TRUMP ALL THE WAY BABE!! ??????? ??I just voted for the first time in my life Election2016   And I MAGA 
1325,1325,Contented,08/11/2016 18:29:17,Trump making sure his own wife votes for him 
1326,1326,Stressed,08/11/2016 18:29:08,Debate SNOBS StrongerTogether Rigged Iamwithher DNCLeak Election2016  Hillary dodged sniper fire in Bosnia! 
1327,1327,Serene,08/11/2016 18:29:28,Personally I wish Donald Trump becomes a president for one reason only
1328,1328,Happy,08/11/2016 18:29:20,"When was America """"great"""" and when did it stop being """"great""""? Trump supporter please answer. Election2016 "
1329,1329,Relaxed,08/11/2016 18:29:54,Watch Hillary Clinton Cast Her Vote -  - diypotus election2016
1330,1330,Calm,08/11/2016 18:29:47,"A non-vote for hillary is a vote for trump.""""   ??? like he ainot been HELPIN her ass this whole time. ElectionDay Election2016"
1331,1331,Relaxed,08/11/2016 18:29:57,F*%^+ YOU! fdt election2016 iguessimwithher @ Trump Tower Hotel Las Vegas 
1332,1332,Happy,08/11/2016 18:29:51,Damn trump do not trust these hoes either
1333,1333,Elated,08/11/2016 18:30:02,Who Will Win Trump Or Clinton  ??We're going to win a lot of states
1334,1334,Elated,08/11/2016 18:29:57,I would not be surprised if Hillary Clinton wins popular vote while Donald J. Trump takes the Electoral College.. Election2016 Vote2016
1335,1335,Happy,08/11/2016 18:30:13,See our roundup of DonaldTrump??s business successes and failures |  Election2016 Trump
1336,1336,Bored,08/11/2016 18:30:05,MAGA Election2016 Deplorable FLAPPYTRUMP Trump wins again! Where's loser Choke artist MittRomney now?  
1337,1337,Depressed,08/11/2016 18:30:14,"Trumpitecture stands as a sad reflection of the values Trump embodies""""  USElection? "
1338,1338,Tense,08/11/2016 18:30:04,The only time ever that Trump helped someone other than himself. ElectionDay Election2016 homealone ImWithHer 
1339,1339,Lethargic,08/11/2016 18:30:20,Latest Election2016 odds:   Hillary Clinton 2/9 Donald Trump 7/2 
1340,1340,Calm,08/11/2016 18:31:08,I feel like this is more evidence that is being held in the Trump Tower against her will. FreeMelania 
1341,1341,Upset,08/11/2016 18:31:01,SNOBS Election2016 StrongerTogether Rigged Debate DNCLeak Iamwithher  Hillary got SCHOLONGED! 
1342,1342,Elated,08/11/2016 18:31:05,Here's a list of celebrities who vow to leave the US if Donald Trump wins  Election2016 
1343,1343,Lethargic,08/11/2016 18:31:32,Hearing people say they voted for Trump puts my stomach in a knot ???Election2016
1344,1344,Elated,08/11/2016 18:31:42,election2016 The final polls point to a Hillary Clinton win. Will they be right? 
1345,1345,Stressed,08/11/2016 18:31:37,She said ??couldn??t believe he hit me?? He said Trump supporters were intimidating others.   election2016 electionpbp
1346,1346,Lethargic,08/11/2016 18:32:02,Debate Rigged Iamwithher DNCLeak Election2016 StrongerTogether SNOBS  Hillary is a lizard person! 
1347,1347,Contented,08/11/2016 18:32:09,Trump double checks his wife voted for him. 
1348,1348,Upset,08/11/2016 18:32:38,DNCLeak Iamwithher SNOBS Debate Election2016  Hillary wants to stab America in the back ... AGAIN! 
1349,1349,Stressed,08/11/2016 18:32:23,Election2016 TRUMPLANDSLIDE greedy bigot Hillary was for the Iraq war. Trump and Bernie were against it. 
1350,1350,Sad,08/11/2016 18:33:42,All The Ways I??m Told I??m Stupid Everyday  via Election2016 Clinton Trump voting TuesdayShares
1351,1351,Sad,08/11/2016 18:34:05,Lmaoo Hill Bill cut up but Trump went ham at the end ???? 
1352,1352,Elated,08/11/2016 18:33:54,WHO WILL WIN ELECTION TONIGHT? MARRADIANS or ANNUNAKI? AncientAliens Election2016 Trump Hillary LISTEN HERE -->; 
1353,1353,Contented,08/11/2016 18:33:56,God Bless James OKeefe and !!! Election2016 votedtrump MAGA ElectionDay Hillary ImWithYou
1354,1354,Elated,08/11/2016 18:33:54,WHO WILL WIN ELECTION TONIGHT? MARRADIANS or ANNUNAKI? AncientAliens Election2016 Trump Hillary LISTEN HERE -->; 
1355,1355,Elated,08/11/2016 18:34:02,Trump has a better ground game than Clinton. HappeningNow Election2016
1356,1356,Elated,08/11/2016 18:33:55,WHO WILL WIN ELECTION TONIGHT? MARRADIANS or ANNUNAKI? AncientAliens Election2016 Trump Hillary LISTEN HERE -->; 
1357,1357,Elated,08/11/2016 18:33:51,WHO WILL WIN ELECTION TONIGHT? MARRADIANS or ANNUNAKI? AncientAliens Election2016 Trump Hillary LISTEN HERE -->; 
1358,1358,Elated,08/11/2016 18:33:54,WHO WILL WIN ELECTION TONIGHT? MARRADIANS or ANNUNAKI? AncientAliens Election2016 Trump Hillary LISTEN HERE -->; 
1359,1359,Relaxed,08/11/2016 18:34:24,If a Trump supporter had dressed this way
1360,1360,Stressed,08/11/2016 18:34:24,Trump hates democracy. 
1361,1361,Tense,08/11/2016 18:34:32,This is the ONLY time trump really killed some shit 
1362,1362,Elated,08/11/2016 18:34:35,When even Trump knows his wife does not really want to vote for him. Election2016 HillaryClinton please win!? 
1363,1363,Serene,08/11/2016 18:34:46,Out of touch inside the beltway  refuses to talk about Trump - no moral compass ^ Vote? 
1364,1364,Depressed,08/11/2016 18:34:51,Trump is a jackass! Hillary is a bitch! Who cares who wins- WE'RE FUCKED EITHER WAY! Election2016 ElectionDay
1365,1365,Happy,08/11/2016 18:34:40,Oh FFS. Of course our Election2016 TacoTuesday spot has Trump supporters at the next table. I really wanted to feel good about today.
1366,1366,Depressed,08/11/2016 18:34:54,It just does not make sense of all of Hillary's corruption. Trump will assign a special prosecutor to indict Hillary? 
1367,1367,Serene,08/11/2016 18:34:40,He knew that Michelle Obama voted for Hillary and was afraid Melania would copy her again ElectionDay Election2016 
1368,1368,Serene,08/11/2016 18:35:24,I was happy to CAST my vote for Trump ! Finally someone who will work for All the people! Nice CHANGE! 
1369,1369,Lethargic,08/11/2016 18:35:44,Trump presidency now 4/1 with bookies. Exactly the same odds as vote for Brexit on polling day.   Happy Armageddon eve... Election2016
1370,1370,Elated,08/11/2016 18:35:49,Placing a bet on trump to win
1371,1371,Happy,08/11/2016 18:35:50,The Election2016 race is on with more Trump cookies being sold than Hillary so far. Day still young? 
1372,1372,Depressed,08/11/2016 18:35:44,Really hope Trump does not win. election2016 
1373,1373,Calm,08/11/2016 18:37:16,my son is discouraged because he thinks Trump will lose. RT to show a first time voter some support 
1374,1374,Elated,08/11/2016 18:38:04,Who will win: Grandma Hillary or Daddy Trump? USElections2016 USElection ElectionDay Election2016 ????
1375,1375,Happy,08/11/2016 18:38:07,I voted for Hillary Clinton ; Tim Kaine ; I'm proud ImWithHer ???? Election2016 
1376,1376,Calm,08/11/2016 18:38:19,They have been for over a month!!! RT .Vegas Predicts Trump Landslide  Election2016
1377,1377,Sad,08/11/2016 18:38:15,RTyadadarcyyada:All The Ways I??m Told I??m Stupid Everyday  via yadadarcyyada Election2016 Clinton Trump voting ?
1378,1378,Upset,08/11/2016 18:38:36,Rigged Election2016 SNOBS Debate Iamwithher Hillary wants to stab America in the back ... AGAIN!  
1379,1379,Serene,08/11/2016 18:38:18,Melania wore white to the polls today!  Trump was just making sure. election2016 WearWhiteToVote 
1380,1380,Sad,08/11/2016 18:38:44,If you live in Ohio ; oppose Trump this is a terribly misguided idea. 
1381,1381,Elated,08/11/2016 18:39:00,Could we see a brexit like win for Trump tonight? Be sure to tune in all day to ; I'll be live with? 
1382,1382,Sad,08/11/2016 18:38:39,LiveUpdates Election2016 Trump Campaign Filed Lawsuit ClarkCounty Nevada Polls open 7Nov 2 addl hr Legal: In? 
1383,1383,Elated,08/11/2016 18:39:03,Has John Dennis seen this? This may get him more outraged than Hillary winning tonight. Not a yuuuuge fan of the pi? 
1384,1384,Bored,08/11/2016 18:39:20,Technical glitches? Wait for Trump to claim it's rigged! ElectionDay Election2016 CNN
1385,1385,Elated,08/11/2016 18:39:24,If Trump wins
1386,1386,Happy,08/11/2016 18:39:47,Either the world would Trump tomorrow
1387,1387,Excited,08/11/2016 18:39:50,Dear Americans..PLEASE don??t disappoint me by letting Trump win!  Election2016  VOTEHILLARY
1388,1388,Upset,08/11/2016 18:40:09,Iamwithher Debate SNOBS Rigged Election2016 DNCLeak  Trump is going to beat Hillary like a baby seal! 
1389,1389,Lethargic,08/11/2016 18:40:26,Happy Election Eve! Make sure you leave out a glass of corn syrup and some wig glue for when Trump comes down your? 
1390,1390,Happy,08/11/2016 18:40:32,Good afternoon to everyone except for the people who are voting for donald trump Election2016 MORE >;>; 
1391,1391,Happy,08/11/2016 18:41:16,The only positive of a Trump presidency is the pound might actually be strong against the dollar again Election2016
1392,1392,Relaxed,08/11/2016 18:41:36,if you check Election2016  Twitter Polls predict tough fight . I've checked 5. Trump 37/49/40/38 Clinton 36/51/41/39 Trends
1393,1393,Sad,08/11/2016 18:42:03,So here come Trump lawsuits?. OMG!!!! This is how this whole thing is going down.?? Imwithher election2016
1394,1394,Lethargic,08/11/2016 18:42:31,So this tiny handed POS thinks he can delay her victory with idiot law suits? trump is Fascist.  Andrew Sullivan is right.  Election2016
1395,1395,Upset,08/11/2016 18:42:52,Rigged Iamwithher Debate SNOBS DNCLeak StrongerTogether Election2016 Hillary got SCHOLONGED!  
1396,1396,Elated,08/11/2016 18:43:15,Trump is winning in a landslide tonight!!!! We're making history! F*ck the establishment!!! TrumpPence2016? 
1397,1397,Contented,08/11/2016 18:43:52,Trump Trying to make sure his wife's not voting for Clinton  ???????????????  Election2016 ElectionNight  @realDonaldTrump? 
1398,1398,Stressed,08/11/2016 18:43:48,TRUMP  HATES  GAYS ! VOTE FOR HILLARY !    SHE'S ON OUR SIDE !!  FOR GAYS
1399,1399,Calm,08/11/2016 18:43:41,Clinton far ahead of Trump on betting exchanges and online markets Election2016  Read More :? 
1400,1400,Stressed,08/11/2016 18:43:31,Rigged Election2016 FLAPPYBERNIE war monger Hillary was for the Iraq war. Bernie was against it!  
1401,1401,Elated,08/11/2016 18:44:20,...just in case Trump wins tonight! ??????? trump hillaryclinton election2016 
1402,1402,Upset,08/11/2016 18:44:18,Rigged SNOBS Debate DNCLeak Election2016 Iamwithher Hillary does not take reusable shopping bags to 7/11  
1403,1403,Depressed,08/11/2016 18:44:18,One side of the Political Superbowl 2016 is about to be served a blind side?! Trump or Hillary ElectionDay ???? Election2016 myvote2016
1404,1404,Nervous,08/11/2016 18:44:50,ARIZONA IS A TRUMP STATE SO IS GEORGIA FUCKING QUEER FLORIDA IS OURS JUST WATCH THIS IS BULL SHIT 
1405,1405,Relaxed,08/11/2016 18:44:55,Our cat Donald Trump Election2016 
1406,1406,Upset,08/11/2016 18:44:57,StrongerTogether SNOBS Debate Rigged Iamwithher DNCLeak Election2016  Hillary got SCHOLONGED! 
1407,1407,Sad,08/11/2016 18:45:02,Here we go. Trump begins his 10 year denial of Hillary's presidency here. Scum bag. Election2016 
1408,1408,Lethargic,08/11/2016 18:45:06,All these amazing women have put cracks in the glass ceiling. Hillary needs your votes to finally break it.? 
1409,1409,Contented,08/11/2016 18:45:10,Benghazi Hero Kris Paronto SHREDS Arrogant Hillary For Insulting Trump's 3 A.M. Tweet  Michigan Election2016 MAGA
1410,1410,Happy,08/11/2016 18:45:36,Staying up to watch the results of Election2016 because the only way to hear a (possible) Trump win is through a haze of alcohol and regret
1411,1411,Stressed,08/11/2016 18:45:30,65% of Trump supporters say US involvement in global economy is a bad thing. Thoughts? Election2016 ElectionDay 
1412,1412,Stressed,08/11/2016 18:45:05,Damn kant even lie trump hit that hoe ??? 
1413,1413,Depressed,08/11/2016 18:45:19,get out and vote for Trump STOP THE CORRUPTION 
1414,1414,Elated,08/11/2016 18:45:18,Did anyone actually think Trump would win? Election2016
1415,1415,Serene,08/11/2016 18:45:44,I thought she was giving Blow Jobs for Hillary votes. Skanks for Hillary.--->; America for Americans vote TRUMP 
1416,1416,Calm,08/11/2016 18:46:20,MAGA VoteTrump Election2016 magaselfie ?????ϋ???????????????  Get out and do your part!  Fly the Trump Flag!!! 
1417,1417,Elated,08/11/2016 18:46:04,Still time to vote in our Election2016 poll. Will Clinton or Trump win race for the WhiteHouse?? 
1418,1418,Happy,08/11/2016 18:46:03,No caption needed election2016 humor usa trump clinton brexit 
1419,1419,Depressed,08/11/2016 18:46:28,Ben Handley's US election drinking game:  If Trump wins drink until you die  Election2016
1420,1420,Depressed,08/11/2016 18:47:02,stop the corruption and corny sayings. VOTE TRUMP 
1421,1421,Sad,08/11/2016 18:46:57,Am down here hoping for Trump. Election2016 Trump
1422,1422,Elated,08/11/2016 18:47:10,I believe that she will win. Election2016 ImWithHer  Hillary
1423,1423,Depressed,08/11/2016 18:47:12,Every vote for Trump is a kick in the ass for Hillary. Get out ; vote Trump no matter what you hear from MSM. 
1424,1424,Calm,08/11/2016 18:47:22,Aww. This is seriously exactly what my grandpare nots are like. My grandma is voting for Trump and my grandpa is voti? 
1425,1425,Elated,08/11/2016 18:47:20,If Hillary wins
1426,1426,Elated,08/11/2016 18:47:42,I believe that she will win. Election2016 ImWithHer  Hillary
1427,1427,Upset,08/11/2016 18:47:26,SNOBS Rigged Election2016 Debate Iamwithher StrongerTogether  Trump is going to beat Hillary like a baby seal! 
1428,1428,Elated,08/11/2016 18:47:52,In honor of Hillary Clinton winning the election I started my period for the new culture. ?? Election2016
1429,1429,Relaxed,08/11/2016 18:48:02,Who's the lesser of two evils. Trump or Clinton. I would not want either. Either will be bad news. Election2016
1430,1430,Elated,08/11/2016 18:47:38,I believe that she will win. Election2016 ImWithHer  Hillary
1431,1431,Upset,08/11/2016 18:48:21,I see the Trump surrogates are getting out there early with electoral fraud accusations..... ??? ElectionDay Election2016
1432,1432,Serene,08/11/2016 18:48:05,So true. Trump could incite Violence. Trump TV spits Hate 24-7. He gears up to run in 2020. He must not return!? 
1433,1433,Elated,08/11/2016 18:48:24,If Donald Trump wins tonight
1434,1434,Depressed,08/11/2016 18:48:19,Hillary was kicking that lmao 
1435,1435,Happy,08/11/2016 18:48:50,cpg fund raising for youth empowerment... Click     election election2016 hillary trump
1436,1436,Serene,08/11/2016 18:48:48,Sent to principal often in Jr. High for trying to get same rights as boys. Today my 7 yr old daughter saw me vote for Hillary Election2016
1437,1437,Serene,08/11/2016 18:49:22,Watching all these pollsters furiously backpedal to try and save their reputations is incredibly satisfying. Election2016 MAGA TRUMP
1438,1438,Relaxed,08/11/2016 18:49:25,Every Hillary Clinton supporter should watch this video! ImWithHer Election2016 VotoLatinoChat
1439,1439,Stressed,08/11/2016 18:49:45,Brits heavily favor Hillary Clinton over Donald Trump. Election2016 
1440,1440,Contented,08/11/2016 18:49:33,So funny how much free stuff has to be given to get Hillary supporters to the polls ; Trump supporters 1st in line? 
1441,1441,Happy,08/11/2016 18:50:16,Election2016 I'm proud my 21;18yr old daughters choose NOT to let the media nor some of the Obnoxious Hillary drones influence them? Voted
1442,1442,Stressed,08/11/2016 18:50:27,I find it funny that people who think Hillary is a demon
1443,1443,Sad,08/11/2016 18:51:01,Trump campaign files lawsuit in Nevada against the electoral process
1444,1444,Elated,08/11/2016 18:51:01,Insight on who might win Election2016 Trump Clinton electionday imwithher  
1445,1445,Elated,08/11/2016 18:51:01,Insight on who might win Election2016 Trump Clinton electionday imwithher  
1446,1446,Contented,08/11/2016 18:50:58,Election2016 ElectionDay REPORT: Man Attacks FEMALE TRUMP SUPPORTER at Florida Polling Station  via @gatewaypundit
1447,1447,Lethargic,08/11/2016 18:51:13,dump that fool! Get yourself a nice Trump supporter haha 
1448,1448,Depressed,08/11/2016 18:51:23,My life cannot have Trump in it??. You people should look sharp ??Election2016
1449,1449,Sad,08/11/2016 18:51:29,Undecided? Vote for Trump if you're sick of the corrupt establishment
1450,1450,Happy,08/11/2016 18:51:37,Donald Trump once again not respecting a woman's privacy ?? 
1451,1451,Elated,08/11/2016 18:51:58,royalhs election2016 Hillary wins by 24! 
1452,1452,Elated,08/11/2016 18:51:55,if i overhear anyone even joke about voting for Trump today myvote2016 electionday Election2016 
1453,1453,Upset,08/11/2016 18:51:46,I ainot gone lie Trump won ??????? 
1454,1454,Contented,08/11/2016 18:52:22,Iamwithher Election2016 StrongerTogether Debate SNOBS DNCLeak Rigged  Hillary ainot no ways tired! 
1455,1455,Happy,08/11/2016 18:53:00,In trump we trust???????????? Election2016 
1456,1456,Stressed,08/11/2016 18:53:06,Rigged SNOBS Election2016 DNCLeak StrongerTogether Debate Iamwithher  Hillary dodged sniper fire in Bosnia! 
1457,1457,Sad,08/11/2016 18:53:13,Trump files Nevada voting lawsuit EarlyVoting ElectionDay Election2016 LatinosVote   Trump is suing in the... 
1458,1458,Happy,08/11/2016 18:53:24,Right on. Women voting for Hillary b/c they want a woman president are shallow. She is not the right woman. 
1459,1459,Bored,08/11/2016 18:53:26,I've been waiting to vote for Hillary for years! Not just for the first female president
1460,1460,Elated,08/11/2016 18:53:21,If Donald Trump wins the election I might just have to jump off a bridge.... Cunt Election2016
1461,1461,Sad,08/11/2016 18:53:13,Trump has filed a lawsuit in Nevada because they followed the rules on allowing people to vote.  election2016
1462,1462,Contented,08/11/2016 18:53:50,Trump can not even trust his own wife 
1463,1463,Sad,08/11/2016 18:53:43,'For little guy ' Trump files lawsuit over Latino people voting in Nevada  ElectionDay FoxNews Election2016
1464,1464,Calm,08/11/2016 18:53:37,Everybody is a marketeer! Great creativity of this guy Election2016 TRUMP advertising 
1465,1465,Calm,08/11/2016 18:53:46,"ElectionDay Election2016  """"The President of the United States is... HILLARY CLINTON""""   TRUMP: "
1466,1466,Serene,08/11/2016 18:54:39,Have doubts about Trump and his ability to run a bath
1467,1467,Sad,08/11/2016 18:55:00,Trump campaign filing lawsuit against Clark County Registrar's Office 4 keeping polls open -  - election2016 gross
1468,1468,Contented,08/11/2016 18:54:57,Election2016 Picture's worth 1000 words! To Trump everyone is rigged including his own wife overlooking her votin? 
1469,1469,Happy,08/11/2016 18:54:42,Donald Trump for a better America. GOD'S chosen leader.election2016 
1470,1470,Tense,08/11/2016 18:55:39,Does anyone seriously think that comedians ridiculing Trump dissuaded anyone from voting for him?  Seriously?? 
1471,1471,Nervous,08/11/2016 18:55:29,..so why was trump going so hard? ??? 
1472,1472,Elated,08/11/2016 18:55:52,ElectionDay election2016 Hillary Clinton wins Guam Democratic caucuses 
1473,1473,Elated,08/11/2016 18:55:50,Really want Trump to be the next president.Hmy Kuttay leader miltay hn inhe b milny do??? ElectionDay ElectionFinalThoughts  Election2016
1474,1474,Sad,08/11/2016 18:56:12,Trump campaign files lawsuit against Nevada election officials for keeping Las Vegas polls open late  election2016
1475,1475,Calm,08/11/2016 18:56:12,NST_Online: Clinton far ahead of Trump on betting exchanges and online markets Election2016 USAelection  Read Mor? 
1476,1476,Serene,08/11/2016 18:56:29,Trump will make America hate again! Election2016 RacismIsASickness USElection2016
1477,1477,Elated,08/11/2016 18:56:54,Well its clear people did not use their ovaries to Vote and Trump might win! 
1478,1478,Stressed,08/11/2016 18:56:51,It's raining in the panhandle. Not good for Trump Election2016
1479,1479,Happy,08/11/2016 18:56:39,Lol at the people who unfollow my dogs Instagram account because there's a pic of him and a Donald Trump toy...whysosensative election2016
1480,1480,Elated,08/11/2016 18:56:43,If Trump wins I am giving away my whole team. Election2016
1481,1481,Happy,08/11/2016 18:57:02,I'm still holding out hope that we discover that Trump is some sorta SeverusSnape figure. electionday election2016
1482,1482,Elated,08/11/2016 18:57:08,If Trump wins
1483,1483,Elated,08/11/2016 18:56:56,Both the Trump and Pence planes visible as lands in NY Election2016 
1484,1484,Sad,08/11/2016 18:57:04,Sick of being lied to by John McCain on Trump and everything else?   ENTHUSIASTICALLY write in Kelli Ward and vote? 
1485,1485,Happy,08/11/2016 18:57:56,I'm another proud Floridian who voted for Marco Rubio for Senate. Also voted Trump b/c Hillary is a crook. election2016 maga
1486,1486,Elated,08/11/2016 18:57:43,Its Clinton to win Election2016 If Trump without political experience hit the tape first it would be more of a surprise than Brexit
1487,1487,Stressed,08/11/2016 18:58:37,The election-forecasting wars: Hillary Clinton has got this. Probably. Very probably election2016 
1488,1488,Relaxed,08/11/2016 18:58:33,Before you Vote for Hillary Clinton. WATCH THIS!  Election2016 IllegalImmigrants LyingHillary
1489,1489,Serene,08/11/2016 18:58:48,Hilary doe ???????????? election2016 purge trump hilary president wine 
1490,1490,Upset,08/11/2016 18:58:51,MRW it's finally announced that Trump has lost Election2016 
1491,1491,Happy,08/11/2016 18:59:11,I think it's funny how all of a sudden people love Obama. Strange right? funnyhowthatgoes Hillary Trump Election2016
1492,1492,Depressed,08/11/2016 18:59:10,Racism ended with Obama. So I guess we should prepare for the fall of sexism? Election2016 Trump Hillary Stein
1493,1493,Stressed,08/11/2016 18:58:57,Hillary dodged sniper fire in Bosnia! Rigged DNCLeak Debate Iamwithher StrongerTogether SNOBS Election2016  
1494,1494,Relaxed,08/11/2016 18:59:33,Hillary Clinton personally thanked Lady Gaga at her final rally in Raleigh
1495,1495,Contented,08/11/2016 18:59:22,Can social media analytics call the election?  via ElectionDay trump clinton election2016
1496,1496,Elated,08/11/2016 19:00:01,Election2016 betting  Get 4/1 on Clinton to win or 16/1 on Trump to win!  Sign up here now --->;? 
1497,1497,Elated,08/11/2016 18:59:51,reports the Trump campaign predicting a win Election2016
1498,1498,Contented,08/11/2016 19:00:01,Not voted yet? What kind of historic impact will Clinton or Trump make... not this
1499,1499,Elated,08/11/2016 19:00:01,Election2016 betting  Get 4/1 on Clinton to win or 16/1 on Trump to win!  Sign up here now --->;? 
1500,1500,Calm,08/11/2016 19:00:32,Hillary Clinton vs Donald Trump: Key policies election2016 cybersecurity 
1501,1501,Contented,08/11/2016 19:00:27,Let's hit trump with a stone cold stunner today! Election2016 fucktrump 
1502,1502,Stressed,08/11/2016 19:00:49,DNCLeak Debate StrongerTogether Rigged Iamwithher SNOBS Election2016  Hillary dodged sniper fire in Bosnia! 
